
INSERT INTO jugador VALUES(10000, 'Mario', 'Argul', 'Acosta', TO_DATE('1983-8-2', 'YYYY-MM-DD'),1, 'PORTERO','0');
INSERT INTO jugador VALUES(10672, 'Noel', 'Alvarez', 'Bonilla', TO_DATE('1992-5-9', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','29');
INSERT INTO jugador VALUES(10673, 'Mateo', 'Latorre', 'Silveira', TO_DATE('1996-12-24', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','29');
INSERT INTO jugador VALUES(10674, 'Ricardo', 'Bruno', 'Gallo', TO_DATE('1992-6-26', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','29');
INSERT INTO jugador VALUES(10675, 'Ezequiel', 'Iribarne', 'Lopez', TO_DATE('1991-9-18', 'YYYY-MM-DD'),9, 'DELANTERO','29');
INSERT INTO jugador VALUES(10676, 'Trevor', 'Dodera', 'Cabrera', TO_DATE('1986-10-24', 'YYYY-MM-DD'),10, 'DELANTERO','29');
INSERT INTO jugador VALUES(10677, 'Brandon', 'Guazzo', 'Gonzalez', TO_DATE('1989-11-16', 'YYYY-MM-DD'),11, 'DELANTERO','29');
INSERT INTO jugador VALUES(10678, 'Barad', 'Gallo', 'Satana', TO_DATE('1993-1-25', 'YYYY-MM-DD'),12, 'DEFENSA','29');
INSERT INTO jugador VALUES(10679, 'Fabricio', 'Cernadas', 'Ponce de leon', TO_DATE('1987-2-19', 'YYYY-MM-DD'),13, 'DEFENSA','29');
INSERT INTO jugador VALUES(10680, 'Gabriel', 'Paredes', 'Hebeich', TO_DATE('1991-10-3', 'YYYY-MM-DD'),14, 'DELANTERO','29');
INSERT INTO jugador VALUES(10681, 'Dylan', 'Laguna', 'Montemurro', TO_DATE('1984-10-25', 'YYYY-MM-DD'),15, 'PORTERO','29');
INSERT INTO jugador VALUES(10682, 'Kenay', 'Bello', 'Perez', TO_DATE('1990-1-9', 'YYYY-MM-DD'),16, 'MEDIOCAMPISTA','29');
INSERT INTO jugador VALUES(10683, 'Kenay', 'Medina', 'Lourido', TO_DATE('1983-3-10', 'YYYY-MM-DD'),17, 'DELANTERO','29');
INSERT INTO jugador VALUES(10684, 'Santiago', 'Diaz', 'Arezzo', TO_DATE('1992-5-24', 'YYYY-MM-DD'),18, 'PORTERO','29');
INSERT INTO jugador VALUES(10685, 'Juan', 'Abella', 'Zenande', TO_DATE('1983-12-16', 'YYYY-MM-DD'),19, 'DEFENSA','29');
INSERT INTO jugador VALUES(10686, 'Jerald', 'Sanchez', 'Ferreira', TO_DATE('1990-2-5', 'YYYY-MM-DD'),20, 'DELANTERO','29');
INSERT INTO jugador VALUES(10687, 'Irvin', 'Marchesoni', 'Giordan', TO_DATE('1987-3-14', 'YYYY-MM-DD'),21, 'DELANTERO','29');
INSERT INTO jugador VALUES(10688, 'Ízan', 'Scalone', 'Teske', TO_DATE('1989-3-5', 'YYYY-MM-DD'),22, 'MEDIOCAMPISTA','29');
INSERT INTO jugador VALUES(10689, 'Mateo', 'Gonzalez', 'Cabrera', TO_DATE('1997-6-25', 'YYYY-MM-DD'),23, 'DELANTERO','29');
INSERT INTO jugador VALUES(10690, 'Jerald', 'Prando', 'Ordeig', TO_DATE('1996-4-10', 'YYYY-MM-DD'),1, 'PORTERO','30');
INSERT INTO jugador VALUES(10691, 'Adael', 'Pons', 'Garcia', TO_DATE('1997-7-21', 'YYYY-MM-DD'),2, 'DEFENSA','30');
INSERT INTO jugador VALUES(10692, 'Jerald', 'Abella', 'Igune', TO_DATE('1993-10-4', 'YYYY-MM-DD'),3, 'DEFENSA','30');
INSERT INTO jugador VALUES(10693, 'Jerald', 'Guazzo', 'Danree', TO_DATE('1995-9-26', 'YYYY-MM-DD'),4, 'DEFENSA','30');
INSERT INTO jugador VALUES(10694, 'Roberto', 'Pereira', 'Martinez', TO_DATE('1987-10-19', 'YYYY-MM-DD'),5, 'DEFENSA','30');
INSERT INTO jugador VALUES(10695, 'Zigor', 'Liotti', 'Telechea', TO_DATE('1997-5-9', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10696, 'Guido', 'Oliver', 'Villoz', TO_DATE('1994-9-3', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10697, 'Evan', 'Peña', 'Pollero', TO_DATE('1985-3-24', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10698, 'Gael', 'Ferreiro', 'Cabrera', TO_DATE('1986-8-11', 'YYYY-MM-DD'),9, 'DELANTERO','30');
INSERT INTO jugador VALUES(10699, 'Alonso', 'Baubeta', 'Llano', TO_DATE('1990-1-22', 'YYYY-MM-DD'),10, 'DELANTERO','30');
INSERT INTO jugador VALUES(10700, 'Fabricio', 'Mendiola', 'Piriz', TO_DATE('1996-3-24', 'YYYY-MM-DD'),11, 'DELANTERO','30');
INSERT INTO jugador VALUES(10701, 'Roland', 'Pons', 'Mattio', TO_DATE('1997-1-24', 'YYYY-MM-DD'),12, 'DELANTERO','30');
INSERT INTO jugador VALUES(10702, 'Uriel', 'Arrarte', 'Santos', TO_DATE('1983-2-10', 'YYYY-MM-DD'),13, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10703, 'Guido', 'Castillo', 'Martinez', TO_DATE('1990-11-15', 'YYYY-MM-DD'),14, 'PORTERO','30');
INSERT INTO jugador VALUES(10704, 'Santiago', 'Pino', 'Vidal', TO_DATE('1990-8-4', 'YYYY-MM-DD'),15, 'DEFENSA','30');
INSERT INTO jugador VALUES(10705, 'Eric', 'Marchesoni', 'Del puerto', TO_DATE('1984-11-18', 'YYYY-MM-DD'),16, 'PORTERO','30');
INSERT INTO jugador VALUES(10706, 'Edgar', 'Fernandez', 'Cabrera', TO_DATE('1996-6-4', 'YYYY-MM-DD'),17, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10707, 'Sam', 'Bertola', 'Blengio', TO_DATE('1994-12-25', 'YYYY-MM-DD'),18, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10708, 'Ariel', 'Refresquini', 'Martinez', TO_DATE('1986-8-25', 'YYYY-MM-DD'),19, 'PORTERO','30');
INSERT INTO jugador VALUES(10709, 'Jerald', 'Caceres', 'Klaps', TO_DATE('1996-11-25', 'YYYY-MM-DD'),20, 'DEFENSA','30');
INSERT INTO jugador VALUES(10710, 'Saúl', 'Sosa', 'Gonzalez', TO_DATE('1989-9-13', 'YYYY-MM-DD'),21, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10711, 'Thiago', 'Benitez', 'Bacci', TO_DATE('1988-11-10', 'YYYY-MM-DD'),22, 'MEDIOCAMPISTA','30');
INSERT INTO jugador VALUES(10712, 'Sergio', 'Gonzalez', 'De souza', TO_DATE('1996-6-17', 'YYYY-MM-DD'),23, 'DELANTERO','30');
INSERT INTO jugador VALUES(10713, 'Darwin', 'Saralegui', 'La ruina', TO_DATE('1992-10-17', 'YYYY-MM-DD'),1, 'PORTERO','31');
INSERT INTO jugador VALUES(10714, 'Lucho', 'Canessa', 'Mañana', TO_DATE('1985-8-18', 'YYYY-MM-DD'),2, 'DEFENSA','31');
INSERT INTO jugador VALUES(10715, 'Kenay', 'Montemurro', 'Perez', TO_DATE('1989-5-24', 'YYYY-MM-DD'),3, 'DEFENSA','31');
INSERT INTO jugador VALUES(10716, 'Roberto', 'Machado', 'Bonfiglio', TO_DATE('1992-6-14', 'YYYY-MM-DD'),4, 'DEFENSA','31');
INSERT INTO jugador VALUES(10717, 'Ian', 'Tapia', 'Gonzalez', TO_DATE('1994-5-23', 'YYYY-MM-DD'),5, 'DEFENSA','31');
INSERT INTO jugador VALUES(10718, 'Miguel', 'Guggeri', 'Mariani', TO_DATE('1986-12-24', 'YYYY-MM-DD'),6, 'MEDIOCAMPISTA','31');
INSERT INTO jugador VALUES(10719, 'Mateo', 'Buroni', 'Vazquez', TO_DATE('1986-6-15', 'YYYY-MM-DD'),7, 'MEDIOCAMPISTA','31');
INSERT INTO jugador VALUES(10720, 'Adael', 'Alvarez', 'Carballo', TO_DATE('1983-11-25', 'YYYY-MM-DD'),8, 'MEDIOCAMPISTA','31');
INSERT INTO jugador VALUES(10721, 'Mirt', 'Gonzalez', 'Ricceto', TO_DATE('1993-1-24', 'YYYY-MM-DD'),9, 'DELANTERO','31');
INSERT INTO jugador VALUES(10722, 'Kenay', 'Martinez', 'Szalmian', TO_DATE('1995-7-15', 'YYYY-MM-DD'),10, 'DELANTERO','31');
INSERT INTO jugador VALUES(10723, 'Acfred', 'Sepilov', 'Danree', TO_DATE('1995-10-10', 'YYYY-MM-DD'),11, 'DELANTERO','31');
INSERT INTO jugador VALUES(10724, 'Gael', 'Inda', 'Smith', TO_DATE('1989-2-27', 'YYYY-MM-DD'),12, 'MEDIOCAMPISTA','31');
INSERT INTO jugador VALUES(10725, 'Jano', 'Recuero', 'Soria', TO_DATE('1989-8-8', 'YYYY-MM-DD'),13, 'MEDIOCAMPISTA','31');
INSERT INTO jugador VALUES(10726, 'Areu', 'Calviño', 'Casal', TO_DATE('1988-3-22', 'YYYY-MM-DD'),14, 'PORTERO','31');
INSERT INTO jugador VALUES(10727, 'Barad', 'Gordillo', 'Brambillasca', TO_DATE('1985-6-20', 'YYYY-MM-DD'),15, 'MEDIOCAMPISTA','31');
INSERT INTO jugador VALUES(10728, 'Yordani', 'Rocca', 'Gammarano', TO_DATE('1984-6-19', 'YYYY-MM-DD'),16, 'PORTERO','31');
INSERT INTO jugador VALUES(10729, 'Evan', 'Magnano', 'Amarillo', TO_DATE('1988-5-20', 'YYYY-MM-DD'),17, 'DEFENSA','31');
INSERT INTO jugador VALUES(10730, 'Leo', 'Mayero', 'Martinez', TO_DATE('1984-12-8', 'YYYY-MM-DD'),18, 'DEFENSA','31');
INSERT INTO jugador VALUES(10731, 'Brandon', 'Hebeich', 'Sayas', TO_DATE('1984-8-19', 'YYYY-MM-DD'),19, 'DEFENSA','31');
INSERT INTO jugador VALUES(10732, 'Thiago', 'Macedo', 'Ibañez', TO_DATE('1991-5-16', 'YYYY-MM-DD'),20, 'PORTERO','31');
INSERT INTO jugador VALUES(10733, 'Noel', 'Tapie', 'Caputto', TO_DATE('1991-9-19', 'YYYY-MM-DD'),21, 'MEDIOCAMPISTA','31');
INSERT INTO jugador VALUES(10734, 'Trevor', 'Tessadri', 'De leon', TO_DATE('1997-2-16', 'YYYY-MM-DD'),22, 'PORTERO','31');
INSERT INTO jugador VALUES(10735, 'Cristian', 'Lopez', 'Moraes', TO_DATE('1995-7-20', 'YYYY-MM-DD'),23, 'PORTERO','31');
